id,code,name,phase,description,recommend,status,duration,cost,est_duration_min,est_duration_max,est_cost_min,est_cost_max,category,predecessor,ptype,task_landing _page,task_tips,manual_ind,task_type,created_date,updated_date
116,PL012,לקיחת מידות מטבח,12_build_gmar,0,"מאחר וזמן ההספקת של מטבח הינו ארוך, מומלץ להזמין את לקיחת המידות מיד עם סיום טיח הפנים",,,,1,1,0,0,kitchen_design,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
117,PL013,לקיחת מידות דלתות,12_build_gmar,0,0,,,,1,1,0,0,doors,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
118,PL014,לקיחת מידות נגרות,12_build_gmar,"כאשר רלוונטי, הנגר יגיע לשטח לצורך לקיחת מידות מדויקות לפרטי הנגרות",0,,,,1,1,0,0,wardrobe,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
119,PL015,טיח חוץ,12_build_gmar,0,0,,,,0,0,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
120,PL016,ריצוף הבית,12_build_gmar,0,0,,,,0,0,0,0,Const_constructor,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
121,PL017,יישום רובה בריצוף הבית,12_build_gmar,סגירת המרווחים בין האריחים ברובה (חומר מיוחד) בצבע לפי בחירתכם,0,,,,2,4,0,0,Const_constructor,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
122,PL018,התקנת חיפויים,12_build_gmar,0,0,,,,0,0,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
123,PL019,הרכבת מדרגות,12_build_gmar,0,0,,,,0,0,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
124,PL020,תיקוני טיח מעל פנלים וקרמיקה,12_build_gmar,0,0,,,,0,0,0,0,Const_constructor,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
125,PL021,עבודות צבע פנים,12_build_gmar,צביעת הבית לפי פלטת צבעים הנבחרת ועל פי הטכניקות מוגדרת על ידי אדריכל או מעצב הפנים,0,,,,0,0,0,0,Const_constructor,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
126,PL022,גמר חוץ - שליכט צבעוני או חיפוי אבן,12_build_gmar,0,0,,,,0,0,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
127,PL023,התקנת דלתות כניסה,12_build_gmar,התקנת דלת הכניסה לדירה,0,,,,0,0,0,0,doors,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
128,PL024,התקנת דלתות חוץ,12_build_gmar,0,0,,,,0,0,0,0,doors,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
129,PL025,התקנת דלתות פנים,12_build_gmar,0,0,,,,0,0,0,0,doors,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
130,PL026,התקנת חלונות אלומיניום,12_build_gmar,0,"אם נרכשו פריטים של ספק מוכר, יש לוודא כי מסופקים לך החלקים של היצרן המקורי ולא תחליפים. בקש אחריות יצרן של ספק האלומיום ושל המתקין",,,,0,0,0,0,plumbing,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
131,PL027,"התקנת אביזרי ממ""ד",12_build_gmar,0,0,,,,0,0,0,0,Const_constructor,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
132,PL028,התקנת אביזרי חשמל,12_build_gmar,"סיום עבודות החשמל והתקנת כל נקודות החשמל, המפסקים וגופי התאורה.","חשוב לוודא כי ההתקנה נעשית על פי תוכניות החשמל. 
 שימו לב כי כל המפסקים (גם של התריסים החשמליים ושל הדוד) מותקנים.
 בדוק את כיוון ההדלקה של המפסקים (באם לא מפסקים מתחלפים, מקובל כי למעלה דלוק ולמטה מכובה).",,,,0,0,0,0,electricity,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
133,PL029,התקנת כלים סניטריים,12_build_gmar,"התקנת כלים סניטריים, ברזים וכל אביזרי הניקוז האחרים בבית",0,,,,0,0,0,0,plumbing,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
134,PL030,התקנת מזגנים,12_build_gmar,"ההתקנות של המזגנים כוללות את היחידות החיצוניות ואת היחידות הפנימיות. לאחר ההתקנה חושב להפעיל את המזגן גן על חימום וגם על קירור, לוודא כי פועל באופן תקין וללא נזילות.",0,,,,2,5,0,0,ac,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
135,PL031,התקנת חימום,12_build_gmar,"התקנת החימום שנבחר - קמין, חימום תת רצפתי או רדיאטורים",0,,,,1,5,0,0,heating,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
136,PL032,התקנת מטבח,12_build_gmar,0,0,,,,1,3,0,0,kitchen_design,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
137,PL033,לקיחת מידות שיש למטבח ולאמבטיות,12_build_gmar,"בהתאם לעיצוב הבית, בחירת קבלן לביצוע משטחי השיש השונים בבית",0,,,,0,0,0,0,marble,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
138,PL034,התקנת שיש,12_build_gmar,0,0,,,,0,0,0,0,marble,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
139,PL035,התקנת מדרגות,12_build_gmar,"באם המדרגות הינן ממסגרות או נגרות, יש להתקינן",0,,,,0,0,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
140,PL036,התקנת פרטי נגרות,12_build_gmar,0,0,,,,1,2,0,0,Const_constructor,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
141,PL037,התקנת אביזרי תאורה,12_build_gmar,0,0,,,,1,3,0,0,electricity,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
142,PL038,התקנת מעקות,12_build_gmar,0,0,,,,1,3,0,0,railings,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
143,PL039,התקנת מערכת אזעקה,12_build_gmar,התקנת מערכת האזעקה ובדיקתה,0,,,,1,2,0,0,alarms,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
144,PL040,הזמנת דוד שמש וחשמל,12_build_gmar,"הזמנת דוד לחימום מים. ניתן לבחור דוד המחמם את המים ע""י חשמל או גז. לרוב מתקינים גם דוד חשמלי, המאפשר ניצול חום השמש להוזלת עלויות חימום. 
ניתן להתקין לדוד שעון חשמלי אפשר יאפשר כיוון ההדלקה של הדוד האופן אוטומטי",0,,,,1,2,0,0,boiler,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
145,PL041,התקנת דוד שמש וחשמל,12_build_gmar,"התקנת הדוד תעשה על ידי אינסטלטור. חשוב לוודא לאחר ההתקנה כי המים מתחממים וכי אין נזילות. 
ההתקנה של מספק הדוד נעשית על ידי חשמלאי כחלק מעבודות החשמל. ",0,,,,1,1,0,0,boiler,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
146,PL042,מעקה - לקיחת מידות בשטח,12_build_gmar,"בחירת סוג המעקה: עץ, זכוכית, ברזל, אלומיניום וכו׳ בחירת בעל מקצוע בהתאם, ולקיחת מידות בשטח",0,,,,1,1,0,0,railings,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
147,PL001,תכנית פיתוח,18_development,"בתכנית פיתוח מתכננים את כל מה שנמצא בגבולות המגרש ואינו בשטח הבית, כולל גבהים של הקרקע, שבילים, משטחים יצוקים, גינון, עצים ועוד","רצוי מאוד לשכור את שירותיו של אדריכל נוף אשר עוסק בנושא באופן קבוע, ",,,,7,21,0,0,landscape_design,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouExtRemPlanExe, ",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
148,PL002,יציקת עמודים לגדר,18_development,0,0,,,,2,7,0,0,main_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
149,PL003,שוחות ביוב וניקוז,18_development,"מיקום בריכות הביוב וחבור שלהן למערכת, בהתאם לתכנית הסניטציה של הבית",0,,,,2,5,0,0,plumbing,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
150,PL004,החלפת אדמה לאדמה גננית,18_development,0,0,,,,1,2,0,0,tractor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
151,PL005,ביצוע שבילים,18_development,0,0,,,,3,8,0,0,main_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
152,PL006,הכנת תשתית השקייה,18_development,הכנת תשתית להשקיית הגינה וכל נקודת מים אחרת בחוץ בהתאם לתכנית הפיתוח,0,,,,1,3,0,0,plumbing,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
153,PL007,הכנת תשתית לתאורת חוץ,18_development,בהתאם לתכנית הפיתוח / תכנית תאורה,0,,,,1,3,0,0,electricity,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
154,PL008,בריכה,18_development,"לאחר חפירת השטח בהתאם לתכנית ומיקום הבריכה, קבלן הבריכה יכול להכנס לשטח ולעבוד. יש לתאם את העבודות עם האינסטלטור והחשמלאי (אם יש צורך)",0,,,,2,8,0,0,pool,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
155,FI039,בדיקת חשמל,20_completion,בדיקת תקינות לכל נקודות החשמל בבית,יועץ שאינו הקבלן שלכם,,,,1,2,0,0,electricity,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
156,FI040,בדיקת אינסטלציה,20_completion,בדיקת תקינות לכל נקודות המים והניקוז בבית,יועץ שאינו הקבלן שלכם,,,,1,2,0,0,plumbing,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
157,FI041,קבלת מפתח,20_completion,קבלת הדירה לאחר השלמתה על ידי החברה המשכנת ובדיקתה ,0,,,,0,0,0,0,contruction_company,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
158,FI042,השלמת העבודות,20_completion,"לאחר מסירת הדירה, יכול הקבלן עימו סוכמו כל השינויים והתוספות שלא בוצעו על ידי החברה המשכנת להכנס לעבודה",0,,,,0,0,0,0,main_constructor,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe,",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
159,EN001,טופס 4,20_completion,"הגיע הזמן להוציא טופס 4. טופס 4 הינו התחלת תהליך בדיקת המבנה לצורך חיבור לתשתיות. על הטופס צריכים לחתום בעל ההיתר והאחראי לביקורת. ניתן להגיש את הבקשה לאישור חיבור תשתיות גם אם לא הושלמו כל העבודות, בתנאי שלא נשקפת סכנה למשתמשים במבנה וניתן להשתמש בו למטרה שלשמה הוקם באופן ראוי. באם לא הושלמו העבודות, יפקיד בעל ההיתר ערבות בנקאית להשלמת העבודות, בסכום שיקבע היועץ המשפטי של הוועדה המקומית.
הדרישות לטופס 4 שונות מראשות לראשות. הדרישות לטופס 4 הם הדרישות שהוגדרו בעץ מתר היתר הבניה.

מהנדס הוועדה יאשר את טופס הבקשה, יצהיר כי בדק את המבנה והוא ראוי לשימוש, יפרט את העבודות שיש להשלים, אם יש כאלה, וכן יחתום על גבי טופס הבקשה.",0,,,,0,0,0,0,electricity,,"HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,{:|מדריך הוצאת טופס 4| => |http://bonim.pnim.gov.il/ToolsAndResources/information/guides/HozaaCP/Pages/FinishConstruction.aspx| },,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
160,EN002,ממ״ד - בדיקות בטונים,20_completion,כל בדיקות הבטון שבוצעו על ידי חברת הבדיקות בזמן היציקה,0,,,,5,30,0,0,regulation,,"HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
161,EN003,ממ״ד - מסנן,20_completion,אישור התקנה + מספר סריאלי,0,,,,5,30,0,0,regulation,,"HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
162,EN004,ממ״ד - אישור איטום,20_completion,אישור לאחר בדיקת אטימות לממ״ד,0,,,,5,30,0,0,regulation,,"HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
163,EN005,ממ״ד - תצהיר 20 א,20_completion,0,0,,,,5,30,0,0,regulation,,"HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
164,EN006,ממ״ד - אישור פינוי פסולת,20_completion,אישורים על פינוי הפסולת לאתר מורשה,0,,,,5,30,0,0,regulation,,"HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
165,EN007,ממ״ד - אישור מפקח מועצה,20_completion,0,0,,,,5,30,0,0,regulation,,"HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
166,EN008,אישור אינסטלציה,20_completion,0,0,,,,5,30,0,0,regulation,,"HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
167,EN009,דו״ח חיטוי מערכת מים,20_completion,אישור למשרד הבריאות על חיטוי מערכת המים,0,,,,5,30,0,0,regulation,,"HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,{:|משרד הבריאות - חיטוי מערכת מים| => |http://www.health.gov.il/Subjects/Environmental_Health/drinking_water/water_carriage/Pages/default.aspx| },,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
168,EN010,אישור מערכת מים,20_completion,זימון מפקח מטעם תאגיד המים המקומי ואישור המערכת,0,,,,5,30,0,0,regulation,,"HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
169,EN011,ממ״ד - מסנן,20_completion,אישור התקנה + מספר סריאלי,0,,,,5,30,0,0,regulation,,"HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
170,EN012,ממ״ד - אישור איטום,20_completion,אישור לאחר בדיקת אטימות לממ״ד,0,,,,5,30,0,0,regulation,,"HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
171,EN013,אישור פינוי פסולת,20_completion,אישורים על פינוי הפסולת לאתר מורשה,0,,,,5,30,0,0,regulation,,"HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
172,EN014,אישור מפקח מועצה,20_completion,"בדיקה מטעם הועדה המקומית, שהבית נבנה לפי ההיתר. להלן הסעיפים עליהם תצטרכו לענות:מפת מדידה, ניקוז, חניה, תאורת בית, פיתוח שטח, מתקן אשפה, גדרות, מדרכה. הכל צריך להיות בדיוק לפי מה שאושר בהיתר",0,,,,5,30,0,0,regulation,,"HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
173,EN015,העברת חשבון מים לפרטי,20_completion,"לאחר מתן אישור תאגיד המים, ניתן להעביר את חשבון צריכת המים לפרטי והוזלת העלויות בהתאם",0,,,,0,0,0,0,regulation,,0,,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
174,EN016,אישור חברת חשמל,20_completion,"לאחר קבלת טופס 4, יש להזמין את חברת חשמל ע",0,,,,0,0,0,0,regulation,,0,,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
175,EN017,נקיון,20_completion,הפרויקט הסתיים. ועכשיו הגיע הזמן להזמין חברת ניקיון כדי שהבית יהיה נקי ומוכן למגורים. ,0,,,,2,5,0,0,cleaning,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
176,EN018,הובלה,20_completion,זהו! עוברים! ,0,,,,1,2,0,0,moving,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
177,EN019,תעודת גמר,20_completion,"תוך שנה ממתן אישור להספקת חשמל, מים וטלפון (טופס 4), יש להגיש בקשה לתעודת גמר לבניין. מהנדס הוועדה יבדוק אם העבודה נעשתה והושלמה בהתאם להיתר, האם קוימו הוראות תקנות התכנון והבנייה (בקשה להיתר, תנאיו ואגרות), האם פסולת הבניין פונתה מהמגרש לאתר פסולת מורשה. בנוסף, ימסור מתכנן שלד הבניין הודעה בכתב למהנדס הוועדה שקיימת תכנית קונסטרוקציה מעודכנת ושהיא נמצאת בידיו, במקום שיפרט בהודעה. לאחר שתנאים אלה יתקיימו, ימסור מהנדס הוועדה לבעל ההיתר תעודת גמר לבניין חתומה.",0,,,,0,0,0,0,regulation,,"HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
